Ullage  (cm.),Tank,-1,0,1,2,3,4
216,1S,10220.8,10216.9,10213.1,10209.2,10205.3,10201.4
217,1S,10215.7,10211.8,10207.9,10204,10200.1,10196.2
218,1S,10210.5,10206.7,10202.8,10198.9,10195,10191.1
219,1S,10205.4,10201.5,10197.7,10193.8,10189.9,10186
220,1S,10200.3,10196.4,10192.5,10188.6,10184.7,10180.8
221,1S,10195.1,10191.3,10187.4,10183.5,10179.6,10175.7
222,1S,10190,10186.1,10182.3,10178.4,10174.5,10170.6
223,1S,10184.9,10181,10177.1,10173.2,10169.3,10165.4
224,1S,10179.7,10175.9,10172,10168.1,10164.2,10160.3
225,1S,10174.6,10170.7,10166.9,10163,10159.1,10155.2
226,1S,10169.5,10165.6,10161.7,10157.8,10153.9,10150
227,1S,10164.3,10160.5,10156.6,10152.7,10148.8,10144.9
228,1S,10159.2,10155.3,10151.5,10147.6,10143.7,10139.8
229,1S,10154.1,10150.2,10146.3,10142.4,10138.5,10134.6
230,1S,10148.9,10145.1,10141.2,10137.3,10133.4,10129.5
231,1S,10143.8,10139.9,10136.1,10132.2,10128.3,10124.4
232,1S,10138.7,10134.8,10130.9,10127.1,10123.1,10119.2
233,1S,10133.5,10129.7,10125.8,10121.9,10118,10114.1
234,1S,10128.4,10124.6,10120.7,10116.8,10112.9,10108.9
235,1S,10123.3,10119.4,10115.5,10111.7,10107.7,10103.8
236,1S,10118.1,10114.3,10110.4,10106.5,10102.6,10098.7
237,1S,10113,10109.2,10105.3,10101.4,10097.5,10093.5
238,1S,10107.9,10104,10100.1,10096.3,10092.3,10088.4
239,1S,10102.7,10098.9,10095,10091.1,10087.2,10083.3
240,1S,10097.6,10093.8,10089.9,10086,10082.1,10078.2
241,1S,10092.5,10088.6,10084.7,10080.9,10076.9,10073
242,1S,10087.3,10083.5,10079.6,10075.7,10071.8,10067.9
243,1S,10082.2,10078.4,10074.5,10070.6,10066.7,10062.8
244,1S,10077.1,10073.2,10069.3,10065.5,10061.5,10057.6
245,1S,10071.9,10068.1,10064.2,10060.3,10056.4,10052.5
246,1S,10066.8,10063,10059.1,10055.2,10051.3,10047.4
247,1S,10061.7,10057.8,10054,10050.1,10046.1,10042.2
248,1S,10056.5,10052.7,10048.8,10044.9,10041,10037.1
249,1S,10051.4,10047.6,10043.7,10039.8,10035.9,10031.9
250,1S,10046.3,10042.4,10038.6,10034.7,10030.7,10026.8
251,1S,10041.2,10037.3,10033.4,10029.5,10025.6,10021.7
252,1S,10036,10032.2,10028.3,10024.4,10020.5,10016.5
